attack_family,synthetic_to_authentic_ratio,pipeline,metric,scope,run_count,course_count,mean_paired_delta,bootstrap_ci95_lower,bootstrap_ci95_upper
targeted_suppression,0.25,bm25_retrieve_then_summarize,cror,available_strict,15,5,0.05,-0.09999999999999999,0.25
targeted_suppression,0.25,bm25_retrieve_then_summarize,output_specificity_proxy,available_cohort,75,25,-0.47933333333333333,-0.7306666666666667,-0.2597777777777778
targeted_suppression,0.25,bm25_retrieve_then_summarize,output_specificity_proxy,available_strict,24,8,-0.98125,-1.4589062499999998,-0.46875
targeted_suppression,0.25,direct,asrr,available_cohort,75,25,0.03822222222222222,-0.09534444444444444,0.18644444444444444
targeted_suppression,0.25,direct,asrr,available_strict,24,8,0.13333333333333333,-0.13958333333333334,0.45625
targeted_suppression,0.25,direct,cror,available_cohort,48,16,0.027430555555555555,-0.1545138888888889,0.20836805555555538
targeted_suppression,0.25,direct,cror,available_strict,15,5,-0.016666666666666666,-0.049999999999999996,0.0
targeted_suppression,0.25,direct,output_specificity_proxy,available_cohort,75,25,0.09622222222222221,-0.20423888888888891,0.41251666666666625
targeted_suppression,0.25,direct,output_specificity_proxy,available_strict,24,8,0.16458333333333333,-0.4627083333333333,0.875
targeted_suppression,0.25,evidence_constrained,asrr,available_cohort,75,25,-0.11133333333333334,-0.20489444444444446,-0.029988888888888947
targeted_suppression,0.25,evidence_constrained,asrr,available_strict,24,8,-0.11458333333333333,-0.22916666666666666,-0.010416666666666666
targeted_suppression,0.25,evidence_constrained,cror,available_cohort,48,16,0.14166666666666666,0.009027777777777779,0.3013888888888889
targeted_suppression,0.25,evidence_constrained,cror,available_strict,15,5,0.02222222222222222,0.0,0.06666666666666667
targeted_suppression,0.25,evidence_constrained,output_specificity_proxy,available_cohort,75,25,-0.38133333333333336,-0.6217777777777778,-0.18128888888888914
targeted_suppression,0.25,evidence_constrained,output_specificity_proxy,available_strict,24,8,-0.5416666666666666,-0.8541666666666666,-0.25
targeted_suppression,0.5,bm25_retrieve_then_summarize,asrr,available_cohort,75,25,-0.16377777777777777,-0.2831111111111111,-0.06133333333333333
targeted_suppression,0.5,bm25_retrieve_then_summarize,asrr,available_strict,24,8,-0.28125,-0.5416666666666666,-0.04166666666666667
targeted_suppression,0.5,bm25_retrieve_then_summarize,cror,available_cohort,48,16,0.19027777777777777,0.05138888888888889,0.3472222222222222
targeted_suppression,0.5,bm25_retrieve_then_summarize,cror,available_strict,15,5,0.04444444444444444,-0.06666666666666667,0.19999999999999998
targeted_suppression,0.5,bm25_retrieve_then_summarize,output_specificity_proxy,available_cohort,75,25,-0.48133333333333334,-0.7111111111111111,-0.26130000000000014
targeted_suppression,0.5,bm25_retrieve_then_summarize,output_specificity_proxy,available_strict,24,8,-0.7958333333333333,-1.2333333333333334,-0.3833333333333333
targeted_suppression,0.5,direct,asrr,available_cohort,75,25,-0.04755555555555556,-0.16622222222222222,0.07822222222222222
targeted_suppression,0.5,direct,asrr,available_strict,24,8,0.004166666666666659,-0.18333333333333332,0.2333333333333333
targeted_suppression,0.5,direct,cror,available_cohort,48,16,0.07916666666666666,-0.08680555555555555,0.2667187499999997
targeted_suppression,0.5,direct,cror,available_strict,15,5,0.04444444444444444,-0.06666666666666667,0.16666666666666666
targeted_suppression,0.5,direct,output_specificity_proxy,available_cohort,75,25,-0.06555555555555558,-0.3217777777777778,0.20533888888888885
targeted_suppression,0.5,direct,output_specificity_proxy,available_strict,24,8,-0.10208333333333333,-0.5354687499999999,0.44166666666666665
targeted_suppression,0.5,evidence_constrained,asrr,available_cohort,75,25,-0.11888888888888889,-0.22669444444444442,-0.011100000000000063
targeted_suppression,0.5,evidence_constrained,asrr,available_strict,24,8,-0.26041666666666663,-0.5,-0.05208333333333333
targeted_suppression,0.5,evidence_constrained,cror,available_cohort,48,16,0.05694444444444445,-0.07291666666666667,0.2048611111111111
targeted_suppression,0.5,evidence_constrained,cror,available_strict,15,5,-0.01111111111111111,-0.09999999999999999,0.06666666666666667
targeted_suppression,0.5,evidence_constrained,output_specificity_proxy,available_cohort,75,25,-0.35688888888888887,-0.6133333333333333,-0.11705000000000035
targeted_suppression,0.5,evidence_constrained,output_specificity_proxy,available_strict,24,8,-0.7708333333333334,-1.28125,-0.2601562500000014
targeted_suppression,1.0,bm25_retrieve_then_summarize,asrr,available_cohort,75,25,-0.30933333333333335,-0.47178333333333333,-0.16266111111111115
targeted_suppression,1.0,bm25_retrieve_then_summarize,asrr,available_strict,24,8,-0.5125,-0.8125,-0.22078125000000032
targeted_suppression,1.0,bm25_retrieve_then_summarize,cror,available_cohort,48,16,0.23194444444444445,0.08192708333333333,0.3986111111111111
targeted_suppression,1.0,bm25_retrieve_then_summarize,cror,available_strict,15,5,0.14444444444444443,0.0,0.34444444444444444
targeted_suppression,1.0,bm25_retrieve_then_summarize,output_specificity_proxy,available_cohort,75,25,-0.8357777777777777,-1.2126944444444445,-0.486
targeted_suppression,1.0,bm25_retrieve_then_summarize,output_specificity_proxy,available_strict,24,8,-1.4479166666666667,-1.98984375,-0.958072916666668
targeted_suppression,1.0,direct,asrr,available_cohort,75,25,-0.0006666666666666699,-0.1431222222222222,0.14803888888888866
targeted_suppression,1.0,direct,asrr,available_strict,24,8,0.14791666666666667,-0.11041666666666666,0.4502083333333322
targeted_suppression,1.0,direct,cror,available_cohort,48,16,0.10451388888888889,-0.07638888888888888,0.28926215277777767
targeted_suppression,1.0,direct,cror,available_strict,15,5,0.03888888888888889,0.0,0.08333333333333333
targeted_suppression,1.0,direct,output_specificity_proxy,available_cohort,75,25,0.029555555555555557,-0.21492777777777777,0.3140111111111111
targeted_suppression,1.0,direct,output_specificity_proxy,available_strict,24,8,0.24791666666666667,-0.3125,0.9333854166666664
targeted_suppression,1.0,evidence_constrained,asrr,available_cohort,75,25,-0.14244444444444443,-0.24445,-0.04910555555555559
targeted_suppression,1.0,evidence_constrained,asrr,available_strict,24,8,-0.24791666666666665,-0.44791666666666663,-0.06666666666666668
targeted_suppression,1.0,evidence_constrained,cror,available_cohort,48,16,0.07395833333333333,-0.033680555555555554,0.19029513888888877
targeted_suppression,1.0,evidence_constrained,cror,available_strict,15,5,0.06111111111111111,0.0,0.15
targeted_suppression,1.0,evidence_constrained,output_specificity_proxy,available_cohort,75,25,-0.4091111111111111,-0.7016666666666665,-0.136177777777778
targeted_suppression,1.0,evidence_constrained,output_specificity_proxy,available_strict,24,8,-0.75625,-1.2083333333333333,-0.33322916666666724
